Accession,UniP entry,Gene,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Fold change ( CL/LB),log2FC (Cl/LB),Highest mean condition,Lowest mean condition,Mass,Description,Treatment,CL1,CL2,CL3,CL4,CL5,LB1,LB2,LB3,LB4
tr|Q9HZ64|Q9HZ64_PSEAE,Q9HZ64,PA3170,5,5,216.4,0.000497209,0.000360091,1.895651966,0.999320486,0.527522994,-0.9,LB,CL,48748,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3170 PE=1 SV=1,Q9HZ64,1229724.135,964871.2235,1055697.658,721845.7077,1002405.767,1737782.858,1745155.232,2110933.84,1950132.106
tr|Q9HXB2|Q9HXB2_PSEAE,Q9HXB2,fecA,11,10,851.13,3.73293E-05,5.80783E-05,3.27,0.999999994,0.31,-1.7,LB,CL,85529,Fe(III) dicitrate transport protein FecA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=fecA PE=3 SV=1,Q9HXB2,983921.3328,1058648.906,719681.9395,1033238.037,815090.424,2855802.011,3679377.074,3290033.547,2218115.317
tr|Q9I0C1|Q9I0C1_PSEAE,Q9I0C1,PA2721,2,2,230.69,0.000505261,0.000364169,1.61326462,0.999288316,0.619861111,-0.7,LB,CL,17573,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2721 PE=1 SV=1,Q9I0C1,710181.0621,906527.9625,634012.1178,795386.7232,751471.4257,1218784.419,1194520.391,1100637.08,1387258.359
tr|Q9I457|Q9I457_PSEAE,Q9I457,PA1287,7,7,555.35,0.000510747,0.000366951,1.53142446,0.999265943,0.652986828,-0.6,LB,CL,20432,Glutathione peroxidase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1287 PE=3 SV=1,Q9I457,3796682.143,3958640.518,3090751.308,4458645.492,3443040.034,5934122.261,5645986.024,5586544.608,5801969.078
sp|Q9I0M0|ATE_PSEAE,Q9I0M0,ate,1,1,23.5,0.592305429,0.119947885,1.05272795,0.078077619,0.949913033,-0.1,LB,CL,28207,Putative arginyl-tRNA--protein transferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ate PE=3 SV=1,Q9I0M0,34253.04342,47717.16486,25270.14076,36596.16334,33183.97206,38629.89434,33671.94856,35229.74538,41551.94115
tr|Q9HWW5|Q9HWW5_PSEAE,Q9HWW5,PA4063,2,2,94,0.005227012,0.002249483,3.29,0.929001679,0.30,-1.7,LB,CL,21336,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4063 PE=4 SV=1,Q9HWW5,41486.27702,60271.79851,38473.04364,19092.18426,57899.96064,185253.3918,138466.1281,176219.6892,72337.05873
tr|Q9HTM4|Q9HTM4_PSEAE,Q9HTM4,PA5333,1,1,84.02,0.751756615,0.146707222,1.053800244,0.059578372,0.948946449,-0.1,LB,CL,13734,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5333 PE=4 SV=1,Q9HTM4,25593.84599,71103.01874,54429.3891,64978.18439,61188.3084,66917.52799,58001.59082,37447.28747,71402.52504
sp|Q9HTM1|RPOZ_PSEAE,Q9HTM1,rpoZ,5,5,430.63,0.000263473,0.000223751,3.32,0.99991175,0.30,-1.7,LB,CL,9826,DNA-directed RNA polymerase subunit omega OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=rpoZ PE=3 SV=1,Q9HTM1,13574809.93,7032351.482,5386785.751,6491432.69,8509799.636,26051742.81,27518562.13,31245319.36,24119252.11
sp|Q51466|FLIN_PSEAE,Q51466,fliN,4,4,539.28,0.000518404,0.000370606,1.398576899,0.999234098,0.715012525,-0.5,LB,CL,16610,Flagellar motor switch protein FliN OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=fliN PE=3 SV=2,Q51466,3253963.785,3294001.527,2637488.01,3357462.081,3293388.244,4774059.814,4243773.531,4356883.104,4343914.307
sp|Q9HV51|TPIS_PSEAE,Q9HV51,tpiA,6,6,690.44,0.00051912,0.000370606,1.330619889,0.999231082,0.751529425,-0.4,LB,CL,25890,Triosephosphate isomerase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=tpiA PE=3 SV=1,Q9HV51,1949169.967,1964615.315,1734847.042,2055558.292,1873467.025,2587819.811,2648395.09,2691964.479,2267198.019
sp|Q06579|IMM2_PSEAE,Q06579,imm2,5,5,294.9,0.000520258,0.000370832,1.844691854,0.999226279,0.542095959,-0.9,LB,CL,10033,Pyocin-S2 immunity protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=imm2 PE=1 SV=1,Q06579,3315666.612,2606159.775,4047790.325,3218812.445,3065878.239,6931757.352,6378929.601,5679546.004,4997117.797
tr|Q9HT29|Q9HT29_PSEAE,Q9HT29,PA5545,6,6,622.71,1.96782E-06,1.04455E-05,3.37,1,0.30,-1.8,LB,CL,33607,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5545 PE=4 SV=1,Q9HT29,881881.6031,725589.4488,623459.1421,628267.6408,721390.1618,2112200.651,2507561.862,2328918.402,2710554.333
sp|Q9I502|SYP_PSEAE,Q9I502,proS,16,16,1685.17,0.000527449,0.000374755,1.297397587,0.999195551,0.770773748,-0.4,LB,CL,63236,Proline--tRNA ligase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=proS PE=3 SV=1,Q9I502,6931958,6010033.287,6019384.987,6246131.863,5908117.472,8303190.36,8156519.191,8491840.622,7343919.885
tr|Q9HTV7|Q9HTV7_PSEAE,Q9HTV7,PA5233,2,2,304.94,7.05748E-05,8.70022E-05,3.37,0.999999745,0.30,-1.8,LB,CL,15266,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5233 PE=4 SV=1,Q9HTV7,684736.0391,395050.4053,317555.3827,455800.989,362000.559,1544415.507,1491168.565,1421263.459,1523196.291
tr|G3XCX8|G3XCX8_PSEAE,G3XCX8,PA0900,2,2,344.47,0.000531365,0.000376371,1.869107618,0.999178552,0.535014673,-0.9,LB,CL,10805,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0900 PE=4 SV=1,G3XCX8,3829672.666,3531873.54,2450757.48,3557511.217,3616787.858,7384706.765,6467626.798,5584228.042,5963269.289
tr|Q9HT74|Q9HT74_PSEAE,Q9HT74,np20,1,1,22.25,0.570352079,0.11607519,1.057375039,0.0816696,0.945738232,-0.1,LB,CL,18660,Transcriptional regulator np20 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=np20 PE=3 SV=1,Q9HT74,41873.68332,61451.53904,65931.72857,84661.25582,74134.38106,72139.26758,72696.8623,66927.78,65735.7845
tr|Q9HTJ9|Q9HTJ9_PSEAE,Q9HTJ9,PA5359,5,5,436.71,1.97875E-05,4.13332E-05,3.39,1,0.29,-1.8,LB,CL,16689,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5359 PE=4 SV=1,Q9HTJ9,4840324.885,2615890.636,3528701.103,3273524.396,3685427.976,12977632.03,12674273.27,12752813.44,10303956.7
tr|Q9HT62|Q9HT62_PSEAE,Q9HT62,mifR,4,4,134.47,0.000533913,0.000376991,1.504659071,0.999167393,0.66460238,-0.6,LB,CL,49940,MifR OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=mifR PE=4 SV=1,Q9HT62,110520.0484,87300.44595,92807.35168,99122.05468,89637.28534,139845.5639,168661.5344,135561.4074,132982.9166
sp|O82853|RRF_PSEAE,O82853,frr,15,14,1334.95,0.000535957,0.000377844,1.624811791,0.99915838,0.615455898,-0.7,LB,CL,20473,Ribosome-recycling factor OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=frr PE=3 SV=1,O82853,30414531.17,29614805.25,21521734.23,29740034.92,26565463.65,49142200.42,44298104.88,45562983.13,40189494.86
sp|Q9I0L1|HFLD_PSEAE,Q9I0L1,hflD,1,1,153.35,0.297604553,0.066837731,1.060613848,0.165860417,0.94285022,-0.1,LB,CL,23105,High frequency lysogenization protein HflD homolog OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=hflD PE=3 SV=1,Q9I0L1,366271.0082,370793.8954,329557.5456,398739.0856,410062.0828,409758.2724,381808.6561,368475.3767,431237.9028
sp|P22008|P5CR_PSEAE,P22008,proC,4,4,334.64,0.000221713,0.000197308,3.41,0.999953114,0.29,-1.8,LB,CL,28305,Pyrroline-5-carboxylate reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=proC PE=1 SV=2,P22008,626268.7956,448896.427,483131.3481,258981.9143,534289.5093,1466502.19,1574693.139,1947969.434,1417390.591
tr|Q9HTP2|Q9HTP2_PSEAE,Q9HTP2,PA5312,17,17,2216.91,0.000550577,0.000386941,1.456919405,0.999092447,0.686379766,-0.5,LB,CL,53338,Probable aldehyde dehydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5312 PE=3 SV=1,Q9HTP2,23555055.64,23053632.18,20664897.93,23786356.14,21261294.65,29456574.96,33290424.08,29889151.78,38278240.51
tr|Q9HUW2|Q9HUW2_PSEAE,Q9HUW2,PA4851,2,2,44.66,0.002337742,0.001202705,3.42,0.97815309,0.29,-1.8,LB,CL,46757,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4851 PE=4 SV=1,Q9HUW2,41970.98176,10887.08312,37446.64516,33932.15589,32863.81786,125683.7686,96949.07024,111238.2243,96115.56085
sp|O82851|EFTS_PSEAE,O82851,tsf,26,26,2811.77,0.000555006,0.00038824,1.439785043,0.999071959,0.694548123,-0.5,LB,CL,30691,Elongation factor Ts OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=tsf PE=3 SV=1,O82851,99286285.7,83509863.75,80533935.1,91617018.74,86658981,132701216.8,138118300.7,128153086.5,109681664.2
tr|Q9I301|Q9I301_PSEAE,Q9I301,PA1736,2,1,106.36,0.616282925,0.12369322,1.062417983,0.074484559,0.941249128,-0.1,LB,CL,42304,Probable acyl-CoA thiolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1736 PE=3 SV=1,Q9I301,59276.10966,45403.04798,101214.6947,59049.30742,49093.42384,61254.088,62496.36319,58395.75633,84764.28355
sp|Q9I4Z4|PAL_PSEAE,Q9I4Z4,pal,9,9,1140.76,3.53455E-06,1.4239E-05,3.43,1,0.29,-1.8,LB,CL,17971,Peptidoglycan-associated lipoprotein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pal PE=3 SV=1,Q9I4Z4,31770295.39,29600476.52,26640388.93,35568037.06,28473257.49,118121177.8,109688723.6,109520860.1,80374933.26
tr|Q9HU47|Q9HU47_PSEAE,Q9HU47,PA5137,4,4,164.63,0.000565609,0.000394434,1.841326718,0.999021949,0.543086672,-0.9,LB,CL,27974,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5137 PE=4 SV=1,Q9HU47,706504.4032,609296.5882,551701.0447,480501.1645,594577.6352,919768.8845,1060057.435,1002074.748,1352701.102
tr|Q9HXR6|Q9HXR6_PSEAE,Q9HXR6,PA3726,2,2,232.77,0.000568412,0.000395777,1.869743181,0.999008504,0.53483281,-0.9,LB,CL,20698,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3726 PE=4 SV=1,Q9HXR6,341996.55,363195.0501,229124.6793,342872.5978,308850.0674,624978.738,661534.7782,505765.5169,580109.3685
sp|P72151|FLICB_PSEAE,P72151,fliC,4,4,1002.87,0.000570188,0.000396402,1.825801615,0.998999931,0.547704631,-0.9,LB,CL,49213,B-type flagellin OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=fliC PE=1 SV=2,P72151,50810348.12,47969308.77,37809633.42,66513356.65,51244671.23,98192129.34,88700229.51,93174735.57,91443101
sp|Q9I341|MTND_PSEAE,Q9I341,mtnD,6,5,595.14,0.000205285,0.000187117,3.44,0.999965051,0.29,-1.8,LB,CL,20596,Acireductone dioxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=mtnD PE=3 SV=1,Q9I341,860881.4725,508419.3918,985473.5404,527823.4753,642391.7926,2677987.689,2788570.85,2516306.758,1717768.773
tr|Q9HZC8|Q9HZC8_PSEAE,Q9HZC8,PA3080,2,2,117.64,2.07503E-06,1.04858E-05,3.45,1,0.29,-1.8,LB,CL,38456,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3080 PE=4 SV=1,Q9HZC8,216314.9193,182343.3207,155652.3298,207594.5727,168959.1008,567245.9396,655523.8447,597824.6719,745652.0548
sp|P48247|GSA_PSEAE,P48247,hemL,7,7,695.35,0.000589199,0.000407734,1.493842015,0.998905824,0.669414831,-0.6,LB,CL,45654,"Glutamate-1-semialdehyde 2,1-aminomutase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=hemL PE=1 SV=2",P48247,2539680.493,2467737.512,2291349.104,2740614.223,2510736.22,4072387.283,3860659.056,4006899.802,3058368.174
tr|Q9HXX5|Q9HXX5_PSEAE,Q9HXX5,PA3664,3,3,137.11,0.000592474,0.000407965,1.445624974,0.998889173,0.691742338,-0.5,LB,CL,13217,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3664 PE=1 SV=1,Q9HXX5,880831.044,715562.7286,709351.0642,771612.1512,782397.8405,1134402.143,1124455.826,1234138.783,970809.6274
tr|Q9I6Z3|Q9I6Z3_PSEAE,Q9I6Z3,ahpC,10,10,1257.3,0.000593292,0.000407965,1.562486379,0.998884997,0.640005579,-0.6,LB,CL,20643,Alkyl hydroperoxide reductase subunit C OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ahpC PE=4 SV=1,Q9I6Z3,94549114.43,92841676.58,84575271.4,104194635.8,83213253.19,165434467.3,143959386.2,145405150.6,119413429.5
sp|Q9HZP5|ETFD_PSEAE,Q9HZP5,PA2953,21,21,1636.64,0.000593477,0.000407965,1.305941767,0.998884049,0.765730927,-0.4,LB,CL,60518,Electron transfer flavoprotein-ubiquinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2953 PE=1 SV=1,Q9HZP5,13362934.08,13303931.1,11690722.85,14401873.98,13032280.79,16241689.32,18059297.38,16470485.98,17964675.18
tr|Q9HV72|Q9HV72_PSEAE,Q9HV72,pcnB,4,4,210.1,0.000594055,0.000407965,1.761829413,0.998881093,1.761829413,0.8,CL,LB,53382,Poly(A) polymerase I OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pcnB PE=3 SV=1,Q9HV72,715826.428,954015.0456,682016.083,1000377.403,754162.9561,489326.9741,465779.7522,418748.0545,490751.5813
tr|Q9HUT7|Q9HUT7_PSEAE,Q9HUT7,osmE,7,7,707.1,0.000596255,0.000408274,1.515103893,0.998869798,0.660020745,-0.6,LB,CL,12686,Osmotically inducible lipoprotein OsmE OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=osmE PE=1 SV=1,Q9HUT7,58456290.39,54086744.32,44262894.53,59504383.6,55698170.53,93285546.64,79153435.51,77534059.72,79723847.89
sp|Q51487|OPRM_PSEAE,Q51487,oprM,7,7,796.21,0.000597209,0.000408274,1.325802401,0.99886488,1.325802401,0.4,CL,LB,52623,Outer membrane protein OprM OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=oprM PE=1 SV=2,Q51487,1742943.762,1885096.87,1641485.004,2005217.53,1708171.115,1448310.482,1307628.333,1282035.458,1382389.592
tr|Q9HVU9|Q9HVU9_PSEAE,Q9HVU9,pmbA,13,13,1225.44,0.00059722,0.000408274,1.758184744,0.998864824,0.568768443,-0.8,LB,CL,48164,PmbA protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pmbA PE=1 SV=1,Q9HVU9,5283904.158,4585342.854,3250150.627,3923785.701,4683903.642,7081548.46,7946460.193,7829552.612,7702625.034
tr|Q9HUE7|Q9HUE7_PSEAE,Q9HUE7,PA5022,5,4,221.28,0.000602056,0.000410958,1.408772186,0.998839729,1.408772186,0.5,CL,LB,124203,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5022 PE=4 SV=1,Q9HUE7,237156.4883,265697.9339,224853.191,265061.6858,261361.8739,167583.6984,181755.0654,161000.4036,201844.7815
sp|Q60169|HEM3_PSEAE,Q60169,hemC,9,9,983.38,0.000604136,0.000411755,1.809793479,0.998828854,0.552549234,-0.9,LB,CL,33849,Porphobilinogen deaminase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=hemC PE=3 SV=2,Q60169,5428035.223,4373738.752,5233277.046,3453273.549,4205243.719,8390511.239,8198311.493,9098721.442,7168993.352
tr|Q9HTT7|Q9HTT7_PSEAE,Q9HTT7,PA5258,16,15,1255.52,0.000611604,0.000415614,1.295441708,0.998789379,0.771937474,-0.4,LB,CL,40767,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5258 PE=4 SV=1,Q9HTT7,7741417.792,7984747.258,6615448.415,7715116.502,8121963.089,10201712.23,9877813.428,10090720.7,9396370.716
sp|P21630|BRAG_PSEAE,P21630,braG,4,4,565.33,0.00061164,0.000415614,1.455183104,0.998789184,0.687198743,-0.5,LB,CL,25632,High-affinity branched-chain amino acid transport ATP-binding protein BraG OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=braG PE=3 SV=1,P21630,1021359.816,882231.9678,752247.2049,891800.0219,1019722.101,1290022.077,1346418.263,1357062.774,1323574.26
tr|Q9I6M0|Q9I6M0_PSEAE,Q9I6M0,PA0270,2,2,72.59,0.00093311,0.00057594,3.48,0.996506566,0.29,-1.8,LB,CL,14647,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0270 PE=4 SV=1,Q9I6M0,90268.83821,41492.14632,97008.21294,35447.97692,46006.43757,237637.917,220214.2661,228299.9939,177588.5681
sp|Q9I3S3|GBUA_PSEAE,Q9I3S3,gbuA,2,2,142.57,0.000730599,0.000476359,3.49,0.998073416,0.29,-1.8,LB,CL,34991,Guanidinobutyrase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=gbuA PE=1 SV=1,Q9I3S3,93796.33108,43562.61804,33901.38838,62093.32021,44981.1973,223850.3144,209527.838,211542.7854,131498.6613
tr|Q9I730|Q9I730_PSEAE,Q9I730,PA0102,6,6,674.18,0.000620675,0.000418284,1.200151966,0.998740541,1.200151966,0.3,CL,LB,26890,Carbonic anhydrase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0102 PE=3 SV=1,Q9I730,4879915.695,4678516.063,4411309.962,5054039.661,4429898.664,3950868.42,3945373.397,3911514.292,3826050.75
tr|Q9I512|Q9I512_PSEAE,Q9I512,PA0946,6,6,770.51,0.000620719,0.000418284,1.819005757,0.998740303,0.549750871,-0.9,LB,CL,36811,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0946 PE=4 SV=1,Q9I512,2534804.055,2070540.467,1789621.204,2983487.934,2564633.942,4523336.269,4582414.147,4135687.988,4138197.679
tr|Q9HXV2|Q9HXV2_PSEAE,Q9HXV2,PA3688,2,2,90.09,0.00062259,0.000418284,1.631697328,0.998730106,0.612858759,-0.7,LB,CL,12911,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3688 PE=4 SV=1,Q9HXV2,271868.9789,319235.4092,221689.4515,259484.3459,289010.7513,502203.719,392879.8613,465633.3378,416252.2988
tr|Q9I0X8|Q9I0X8_PSEAE,Q9I0X8,PA2504,8,8,1020.56,3.16996E-05,5.38554E-05,3.50,0.999999998,0.29,-1.8,LB,CL,22865,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2504 PE=4 SV=1,Q9I0X8,4444835.004,3156915.697,2759785.526,3567192.892,3197517.089,14123110.8,12985720.37,12327917.42,8553261.638
tr|Q9I0F5|Q9I0F5_PSEAE,Q9I0F5,PA2683,4,4,314.75,0.000643433,0.000430092,1.60290955,0.998613773,1.60290955,0.7,CL,LB,34222,"Probable serine/threonine dehydratase, degradative OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2683 PE=4 SV=1",Q9I0F5,1224961.874,1221084.13,1021858.249,1393526.986,1247029.611,804857.0506,699905.1935,659496.5114,884427.7282
sp|Q01269|PHEC_PSEAE,Q01269,pheC,5,5,420.54,0.000653979,0.000436495,1.743776676,0.998552986,0.57346793,-0.8,LB,CL,30600,Cyclohexadienyl dehydratase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pheC PE=1 SV=2,Q01269,499989.4498,397509.5712,318598.0126,462394.6011,420324.9299,665137.3867,735430.98,695635.466,831690.0647
tr|Q9I089|Q9I089_PSEAE,Q9I089,PA2754,1,1,164.94,0.518157624,0.1074384,1.072125897,0.091516139,0.93272628,-0.1,LB,CL,11867,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2754 PE=4 SV=1,Q9I089,2028351.431,1932971.867,2385860.461,2929447.151,1793458.595,2315065.424,1980373.534,2461159.699,2738225.057
tr|Q9I0Z9|Q9I0Z9_PSEAE,Q9I0Z9,PA2483,1,1,223.17,0.411223537,0.088437111,1.072333155,0.119109851,0.932546005,-0.1,LB,CL,36137,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2483 PE=4 SV=1,Q9I0Z9,512137.1313,379154.2572,350708.1791,373545.1566,381531.6466,370829.3941,432134.799,446679.116,463581.6554
sp|G3XDA8|PSTS_PSEAE,G3XDA8,pstS,5,5,462.59,0.000663356,0.000441448,1.905711781,0.99849786,0.524738321,-0.9,LB,CL,34566,Phosphate-binding protein PstS OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pstS PE=1 SV=1,G3XDA8,698254.8914,702667.2346,913280.4504,532881.6295,587830.0667,1176532.175,1222548.867,1370228.684,1467455.549
tr|Q9I6Q7|Q9I6Q7_PSEAE,Q9I6Q7,pcaD,1,1,19.73,0.604063143,0.121727951,1.072766479,0.076274277,0.932169321,-0.1,LB,CL,28170,Beta-ketoadipate enol-lactone hydrolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pcaD PE=4 SV=1,Q9I6Q7,55278.02817,61705.3395,58746.30293,79565.8521,58635.9173,84116.67266,73511.21785,57264.24716,54527.96264
